label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,1,3.066819667816162,0.8588657379150391,1.5421727895736694,0.9984707832336426,2.1844704151153564,0.8799999952316284,0.7025941610336304
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,2,3.0060911178588867,0.8564525842666626,2.024108409881592,1.2413253784179688,2.278388023376465,0.8893749713897705,0.7897301912307739
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,3,2.8114142417907715,0.8715487718582153,1.6742396354675293,0.7747770547866821,2.372561454772949,0.82874995470047,0.7408212423324585
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,4,2.879983901977539,0.8726280927658081,1.4646915197372437,1.109778881072998,2.525364637374878,0.8018749952316284,0.7678290009498596
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,5,2.85957932472229,0.8792496919631958,1.9302998781204224,1.207610845565796,2.5542402267456055,0.7237499952316284,0.672446072101593
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,6,3.0422632694244385,0.8760812282562256,1.6377118825912476,1.3305656909942627,2.6051297187805176,0.7149999737739563,0.6443313360214233
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,7,2.688962697982788,0.888521671295166,1.2737252712249756,0.832913875579834,2.621189832687378,0.7362499833106995,0.7305155992507935
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,8,2.6333258152008057,0.8908774256706238,1.588470220565796,1.0867213010787964,2.6255977153778076,0.7224999666213989,0.6693438291549683
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,9,3.530538320541382,0.7885816097259521,9.00082015991211,1.0418809652328491,2.639831304550171,0.8456249833106995,0.7597869634628296
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,10,2.8558216094970703,0.8705543875694275,1.7492867708206177,0.934134304523468,2.6442320346832275,0.8343749642372131,0.7471927404403687
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,11,2.8201165199279785,0.875639021396637,1.509153962135315,0.9762523174285889,2.645599126815796,0.7393749952316284,0.6817969083786011
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,12,2.947300434112549,0.861183226108551,1.575097680091858,1.1328116655349731,2.679349184036255,0.7368749380111694,0.6958423256874084
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,13,3.070965528488159,0.852010190486908,1.6519769430160522,1.060619592666626,2.68441104888916,0.7956249713897705,0.761481523513794
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,14,2.7021701335906982,0.8869197368621826,1.712310791015625,1.3522961139678955,2.7102627754211426,0.7425000071525574,0.6491009593009949
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,15,2.9830875396728516,0.8595781326293945,2.1229753494262695,1.0265920162200928,2.7147576808929443,0.7400000095367432,0.7142630815505981
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,16,2.887716054916382,0.8752774000167847,1.797381043434143,0.9304479956626892,2.7320783138275146,0.6974999904632568,0.6778223514556885
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,17,2.6527931690216064,0.8903664946556091,1.6853668689727783,0.8428695201873779,2.752434492111206,0.8149999380111694,0.7500799298286438
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,18,2.5645151138305664,0.8976143002510071,1.4365733861923218,0.971824049949646,2.804474115371704,0.7024999856948853,0.694068431854248
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,19,2.876518964767456,0.8718537092208862,2.18176007270813,1.7457380294799805,2.8613147735595703,0.703125,0.6868723034858704
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,20,2.9283769130706787,0.8711130619049072,1.7465672492980957,1.4152512550354004,2.88710618019104,0.7050000429153442,0.6771023869514465
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,21,2.6859536170959473,0.8965315222740173,1.0215870141983032,0.7839433550834656,2.8899102210998535,0.763124942779541,0.6947816610336304
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,22,2.744495153427124,0.8820738792419434,1.4159260988235474,0.7958562970161438,2.9095253944396973,0.7062499523162842,0.7102465629577637
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,23,2.6208722591400146,0.8896424174308777,1.1786205768585205,0.6639034748077393,2.9164273738861084,0.8218749761581421,0.6964744329452515
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,24,2.9283089637756348,0.8705156445503235,1.973590612411499,0.989612340927124,2.933764934539795,0.7237499952316284,0.6574414968490601
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,25,2.789090394973755,0.8761098980903625,1.6784173250198364,0.9141649603843689,2.944714307785034,0.7718749642372131,0.6954980492591858
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,26,2.8333327770233154,0.8824827075004578,1.6547417640686035,0.8218299150466919,2.978551149368286,0.67249995470047,0.6795114874839783
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,27,2.7142903804779053,0.8870534896850586,1.0602197647094727,0.8384649753570557,3.0389902591705322,0.7049999237060547,0.6805599331855774
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,28,2.86128830909729,0.8752546310424805,1.5826547145843506,1.286812424659729,3.0453550815582275,0.6862499713897705,0.6286953091621399
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,29,2.6537415981292725,0.8943979144096375,1.0960056781768799,0.712679922580719,3.0849862098693848,0.747499942779541,0.6699309349060059
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,30,3.3137757778167725,0.8284920454025269,2.3413825035095215,1.6158404350280762,3.141505479812622,0.6799999475479126,0.6336863040924072
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,31,2.808563470840454,0.8804860711097717,1.3435019254684448,0.6170610785484314,3.1717355251312256,0.7131249904632568,0.7473957538604736
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,32,2.835049629211426,0.892971396446228,1.4258618354797363,0.765286386013031,3.172947883605957,0.6793749332427979,0.7040438652038574
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,33,2.890842914581299,0.8856947422027588,1.3661272525787354,1.0726873874664307,3.1749327182769775,0.6612499952316284,0.6576371192932129
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,34,2.6581878662109375,0.8886961340904236,1.1277939081192017,0.7208505272865295,3.2017228603363037,0.7043750286102295,0.7152373790740967
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,35,3.015855312347412,0.8666424751281738,2.6561291217803955,2.0260324478149414,3.3153021335601807,0.7124999761581421,0.6803185939788818
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,36,3.0233254432678223,0.8511192798614502,3.403672933578491,2.0364718437194824,3.328094720840454,0.6581249833106995,0.6259925365447998
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,37,3.124805212020874,0.861140251159668,2.9917542934417725,2.181473731994629,3.357292413711548,0.6987499594688416,0.6475074887275696
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,38,2.994266986846924,0.8654771447181702,2.6313986778259277,2.35689377784729,3.3636579513549805,0.6587499976158142,0.665026068687439
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,39,3.126577377319336,0.8565929532051086,3.120770215988159,2.205711841583252,3.3768856525421143,0.7450000047683716,0.6959328651428223
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,40,2.664973258972168,0.9015156626701355,1.4402016401290894,1.1902529001235962,3.38649582862854,0.6518749594688416,0.709337592124939
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,41,3.1695523262023926,0.8415420651435852,3.1902711391448975,2.0648255348205566,3.4248135089874268,0.669374942779541,0.6357792615890503
EPH_relaxed_0001_pdb2pqr_Repair_280_r2_0001_complex,42,2.6714823246002197,0.8979272246360779,1.3514436483383179,0.9733766317367554,3.517186403274536,0.6462500095367432,0.6582297086715698
