2.4375266796857296,2.4375266796857296,
2.546823014807337,2.546823014807337,
2.4847817499114755,2.4847817499114755,
2.476516373753096,2.476516373753096,
2.527247181138445,2.527247181138445,
2.7974776157649948,2.7974776157649948,
3.009184134084227,3.009184134084227,
3.1595186816125707,3.1595186816125707,
3.292439504106867,3.292439504106867,
3.3520007867143025,3.3520007867143025,
3.1834422952078634,3.1834422952078634,
3.064023478293057,3.064023478293057,
2.981433777452468,2.981433777452468,
2.877352681224863,2.877352681224863,
2.7068713403259825,2.7068713403259825,
2.281234341783094,2.281234341783094,
2.1433166512428237,2.1433166512428237,
1.907492281917261,1.907492281917261,
1.8476516586458618,1.8476516586458618,
1.688191966990248,1.688191966990248,
1.6314788966633325,1.6314788966633325,
1.653506384926287,1.653506384926287,
1.9223523720379165,1.9223523720379165,
2.161924674008292,2.161924674008292,
1.8924670802604635,1.8924670802604635,
1.6775590372526192,1.6775590372526192,
1.414321592428101,1.414321592428101,
1.1377715827288069,1.1377715827288069,
