label,model_idx,fape,lddt,rmsd,kabsch,prmsd,plddt,plddt_pde
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,1,2.8859195709228516,0.8591134548187256,1.623168706893921,1.2185242176055908,1.7427414655685425,0.8899999856948853,0.7443749904632568
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,2,2.615359306335449,0.878568172454834,1.6612221002578735,1.2221957445144653,2.0751540660858154,0.8681249618530273,0.7379710674285889
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,3,2.841538906097412,0.8599520921707153,1.5166326761245728,1.1748311519622803,2.114744186401367,0.8274999856948853,0.7364636063575745
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,4,2.8179678916931152,0.8574295043945312,2.06646728515625,1.2985397577285767,2.20296573638916,0.8862499594688416,0.7669259309768677
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,5,2.9832167625427246,0.8490111231803894,2.08896541595459,1.0375020503997803,2.2621607780456543,0.934999942779541,0.7558211088180542
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,6,2.8098177909851074,0.8585171699523926,1.8520053625106812,1.3117787837982178,2.4427716732025146,0.7906249761581421,0.7401624917984009
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,7,2.755547046661377,0.8785760402679443,1.6362022161483765,1.3931119441986084,2.5801758766174316,0.7531249523162842,0.7162814736366272
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,8,2.629456043243408,0.8762556910514832,1.9093055725097656,1.3710219860076904,2.6202030181884766,0.7624999284744263,0.7235684394836426
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,9,2.725391387939453,0.8779662847518921,1.6508575677871704,1.2437388896942139,2.6276280879974365,0.8081249594688416,0.7108055353164673
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,10,2.7191107273101807,0.868912398815155,1.4667378664016724,1.079749345779419,2.643505811691284,0.7049999833106995,0.70262610912323
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,11,2.948486804962158,0.8590207099914551,2.4171860218048096,1.9496893882751465,2.6917202472686768,0.7081249356269836,0.6164119243621826
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,12,3.340648889541626,0.8009647727012634,9.293599128723145,1.8515337705612183,2.704861640930176,0.7081249952316284,0.6366684436798096
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,13,2.827427625656128,0.8738125562667847,1.874340534210205,0.9152962565422058,2.7049641609191895,0.7174999713897705,0.7111905813217163
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,14,2.5738136768341064,0.8792821764945984,1.5017951726913452,0.9072869420051575,2.7623519897460938,0.699999988079071,0.6533000469207764
EPH_relaxed_0001_pdb2pqr_Repair_54_r2_0001_complex,15,3.356295585632324,0.7963643670082092,9.286128044128418,1.2509046792984009,2.8034863471984863,0.7106249332427979,0.6754975318908691
